"Temperature [ITS-90 deg C]","Conductivity [S/m]","Time [Elapsed seconds]","Pressure [Strain Gauge db]","Density [TEOS-10 kg/m^3]","Temperature [Potential, ITS-90 deg C]","Practical Salinity [PSU]",flag
-1.78452026,2.724707546,154800,0,1027.878022,-1.78452026,34.62470137,0
-1.78461677,2.724673938,156000,0,1027.877734,-1.78461677,34.62434382,0
-1.79146718,2.724158685,157200,0,1027.878582,-1.79146718,34.62514590,0
-1.78722215,2.724573137,158400,0,1027.879139,-1.78722215,34.62598112,0
-1.77251791,2.725693363,159600,0,1027.877479,-1.77251791,34.62445748,0
-1.78284747,2.725004417,160800,0,1027.879760,-1.78284747,34.62689974,0
-1.78770459,2.724573142,162000,0,1027.879611,-1.78770459,34.62654568,0
-1.78165713,2.724914777,163200,0,1027.877575,-1.78165713,34.62425237,0
-1.78374822,2.724858781,164400,0,1027.878986,-1.78374822,34.62591507,0
-1.76723831,2.725984635,165600,0,1027.875622,-1.76723831,34.62235776,0
-1.78014496,2.724869948,166800,0,1027.875586,-1.78014496,34.62185591,0
-1.78226839,2.724528276,168000,0,1027.873780,-1.78226839,34.61955765,0
-1.78609641,2.724315464,169200,0,1027.875107,-1.78609641,34.62105688,0
-1.80085431,2.722893035,170400,0,1027.873375,-1.80085431,34.61840748,0
-1.79889369,2.722837014,171600,0,1027.870819,-1.79889369,34.61532896,0
-1.80512840,2.722377882,172800,0,1027.871698,-1.80512840,34.61619378,0
-1.80445361,2.722394674,174000,0,1027.871229,-1.80445361,34.61563940,0
-1.80792371,2.722288314,175200,0,1027.873415,-1.80792371,34.61821026,0
-1.79329997,2.723705027,176400,0,1027.875216,-1.79329997,34.62093865,0
-1.78837998,2.724281880,177600,0,1027.876960,-1.78837998,34.62325840,0
-1.77039337,2.725766172,178800,0,1027.876227,-1.77039337,34.62299125,0
-1.76813981,2.726012657,180000,0,1027.876823,-1.76813981,34.62380419,0
-1.78233274,2.724937191,181200,0,1027.878492,-1.78233274,34.62535651,0
-1.78490627,2.724780370,182400,0,1027.879228,-1.78490627,34.62617241,0
-1.77914750,2.725284473,183600,0,1027.879321,-1.77914750,34.62649074,0
-1.78098149,2.725161249,184800,0,1027.879716,-1.78098149,34.62691174,0
-1.78242925,2.724942793,186000,0,1027.878650,-1.78242925,34.62554785,0
-1.78082062,2.725228470,187200,0,1027.880323,-1.78082062,34.62766440,0
-1.78040236,2.725222864,188400,0,1027.879849,-1.78040236,34.62709657,0
-1.78162495,2.725189265,189600,0,1027.880664,-1.78162495,34.62805673,0
-1.78078845,2.725189257,190800,0,1027.879845,-1.78078845,34.62707789,0
-1.78059540,2.725155643,192000,0,1027.879274,-1.78059540,34.62638156,0
-1.78706133,2.724881221,193200,0,1027.882484,-1.78706133,34.63010591,0
-1.78072410,2.725178052,194400,0,1027.879655,-1.78072410,34.62684578,0
-1.78004843,2.725206055,195600,0,1027.879312,-1.78004843,34.62644722,0
-1.77959797,2.725211652,196800,0,1027.878935,-1.77959797,34.62599855,0
-1.78078845,2.725150043,198000,0,1027.879400,-1.78078845,34.62652904,0
-1.78384473,2.725088454,199200,0,1027.881691,-1.78384473,34.62924293,0
-1.78220405,2.725088437,200400,0,1027.880085,-1.78220405,34.62732299,0
-1.78809053,2.724707582,201600,0,1027.881518,-1.78809053,34.62887940,0
-1.79342858,2.724225919,202800,0,1027.881266,-1.79342858,34.62838253,0
-1.80027579,2.723699496,204000,0,1027.881983,-1.80027579,34.62902464,0
-1.80069361,2.723649093,205200,0,1027.881819,-1.80069361,34.62880780,0
-1.80088645,2.723598689,206400,0,1027.881434,-1.80088645,34.62832759,0
-1.80091859,2.723604290,207600,0,1027.881529,-1.80091859,34.62844365,0
-1.80146495,2.723537087,208800,0,1027.881300,-1.80146495,34.62814196,0
-1.79989010,2.723649085,210000,0,1027.881032,-1.79989010,34.62786722,0
-1.79706145,2.723878690,211200,0,1027.880874,-1.79706145,34.62777202,0
-1.79921512,2.723693884,212400,0,1027.880881,-1.79921512,34.62770462,0
-1.79931154,2.723593072,213600,0,1027.879828,-1.79931154,34.62640567,0
-1.79664354,2.723794673,214800,0,1027.879509,-1.79664354,34.62610643,0
-1.78278313,2.724954000,216000,0,1027.879124,-1.78278313,34.62611875,0
-1.78921615,2.724349103,217200,0,1027.878543,-1.78921615,34.62517787,0
-1.77702371,2.725301258,218400,0,1027.877433,-1.77702371,34.62424109,0
-1.78307266,2.724836368,219600,0,1027.878070,-1.78307266,34.62481094,0
-1.77905097,2.725161230,220800,0,1027.877826,-1.77905097,34.62465290,0
-1.77657318,2.725357274,222000,0,1027.877629,-1.77657318,34.62449798,0
-1.78008061,2.725054805,223200,0,1027.877624,-1.78008061,34.62436792,0
-1.78207536,2.724970798,224400,0,1027.878622,-1.78207536,34.62552581,0
-1.78725431,2.724578739,225600,0,1027.879234,-1.78725431,34.62609717,0
-1.78194668,2.724959594,226800,0,1027.878368,-1.78194668,34.62521842,0
-1.78558176,2.724752369,228000,0,1027.879571,-1.78558176,34.62657080,0
-1.78281530,2.724903585,229200,0,1027.878582,-1.78281530,34.62545071,0
-1.78265445,2.724920389,230400,0,1027.878615,-1.78265445,34.62549772,0
-1.78397341,2.724875588,231600,0,1027.879397,-1.78397341,34.62641380,0
-1.78468110,2.724785969,232800,0,1027.879071,-1.78468110,34.62598733,0
-1.78500277,2.724752363,234000,0,1027.879004,-1.78500277,34.62589327,0
-1.78445593,2.724802772,235200,0,1027.879042,-1.78445593,34.62595908,0
-1.78812269,2.724505929,236400,0,1027.879256,-1.78812269,34.62609396,0
-1.79156365,2.724237102,237600,0,1027.879568,-1.79156365,34.62635671,0
-1.80120784,2.723447475,238800,0,1027.880028,-1.80120784,34.62658600,0
-1.80429294,2.723206685,240000,0,1027.880310,-1.80429294,34.62682446,0
-1.79455388,2.724125109,241200,0,1027.881222,-1.79455388,34.62828793,0
-1.78992365,2.724511549,242400,0,1027.881083,-1.78992365,34.62828004,0
-1.79497183,2.724085906,243600,0,1027.881185,-1.79497183,34.62822812,0
-1.79773650,2.723873096,244800,0,1027.881471,-1.79773650,34.62848375,0
-1.79789723,2.723772282,246000,0,1027.880482,-1.79789723,34.62726009,0
-1.79767221,2.723749877,247200,0,1027.880007,-1.79767221,34.62668298,0
-1.79580771,2.723889880,248400,0,1027.879774,-1.79580771,34.62646144,0
-1.79317136,2.724097090,249600,0,1027.879549,-1.79317136,34.62627768,0
-1.79394301,2.723996279,250800,0,1027.879158,-1.79394301,34.62576914,0
-1.80255764,2.723341078,252000,0,1027.880140,-1.80255764,34.62667569,0
-1.80326463,2.723257078,253200,0,1027.879876,-1.80326463,34.62632669,0
-1.79915083,2.723609873,254400,0,1027.879862,-1.79915083,34.62645286,0
-1.79738291,2.723805882,255600,0,1027.880361,-1.79738291,34.62712867,0
-1.79452173,2.724035492,256800,0,1027.880171,-1.79452173,34.62699545,0
-1.78847646,2.724584353,258000,0,1027.880494,-1.78847646,34.62760583,0
-1.78677186,2.724629147,259200,0,1027.879335,-1.78677186,34.62623834,0
-1.76318102,2.726942687,260400,0,1027.882536,-1.76318102,34.63101554,0
-1.75403282,2.727973665,261600,0,1027.885292,-1.75403282,34.63473587,0
-1.76005696,2.727407739,262800,0,1027.884761,-1.76005696,34.63386677,0
-1.76707732,2.726931519,264000,0,1027.886224,-1.76707732,34.63541745,0
-1.76897688,2.726774649,265200,0,1027.886301,-1.76897688,34.63544503,0
-8.23782704,-0.00000425,266400,0,2.463402422,-8.23782704,-9.99e-29,0
-12.0960140,-0.00001459,267600,0,2.463402422,-12.0960140,-9.99e-29,0
8.091970355,0.000016654,268800,0,2.463402422,8.091970355,-9.99e-29,0
9.872595115,0.000030511,270000,0,2.463402422,9.872595115,-9.99e-29,0
10.46185693,0.000030330,271200,0,2.463402422,10.46185693,-9.99e-29,0
11.81700219,0.000029913,272400,0,2.463402422,11.81700219,-9.99e-29,0
14.29688695,0.000029151,273600,0,2.463402422,14.29688695,-9.99e-29,0
